2024-10-25,12:31:02,Sample Rate(S):,0.400
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
8.7718600000e-09,3.1797100000e-09,9.3304900000e-09,1.9925000000e+01,5.1660000000e+03,5.0335400000e-09,-8.3263600000e-09,4.1383600000e-09,9.2981900000e-09,1.5257800000e+02,-8.9551300000e-09,2.3790100000e-09,9.2658700000e-09,1.6409300000e+02,2.0880000000e+00,2.0900000000e+00,2.0870000000e+00,2.0870000000e+00
9.0691400000e-09,1.4426500000e-08,1.7040300000e-08,5.7909000000e+01,5.1660000000e+03,4.9358300000e-09,-1.6489100000e-08,-3.6606600000e-09,1.6736000000e-08,-1.6746300000e+02,-1.5158000000e-08,-7.0943700000e-09,1.6578400000e-08,-1.5493800000e+02,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
-2.3525300000e-09,1.7552500000e-08,1.7709500000e-08,9.7634000000e+01,5.1660000000e+03,5.4101200000e-09,-1.0556400000e-08,-1.3767600000e-08,1.6991300000e-08,-1.2719500000e+02,-7.0867800000e-09,-1.4872400000e-08,1.6287900000e-08,-1.1406300000e+02,2.0870000000e+00,2.0880000000e+00,2.0840000000e+00,2.0790000000e+00
-4.2054200000e-09,-9.7008900000e-10,4.3162800000e-09,-1.6701000000e+02,5.1660000000e+03,4.8578500000e-09,3.5917600000e-09,-2.0338400000e-09,4.1280800000e-09,-2.3138000000e+01,3.7282900000e-09,-6.9739100000e-10,3.6540100000e-09,-7.0860000000e+00,2.0870000000e+00,2.0890000000e+00,2.0840000000e+00,2.0800000000e+00
9.8017600000e-09,-1.8662100000e-08,2.1079600000e-08,-6.2291000000e+01,5.1660000000e+03,5.4072700000e-09,6.4814700000e-09,2.0054800000e-08,2.1076200000e-08,7.1633000000e+01,2.1359600000e-09,2.0944900000e-08,2.1034500000e-08,8.3970000000e+01,2.0880000000e+00,2.0900000000e+00,2.0860000000e+00,2.0850000000e+00
-2.2208600000e-08,-1.3844300000e-09,2.2251800000e-08,-1.7698000000e+02,5.1660000000e+03,6.1571100000e-09,1.6322000000e-08,-1.4889800000e-08,2.1773600000e-08,-4.3538000000e+01,1.8664700000e-08,-1.1327900000e-08,2.1608300000e-08,-3.1617000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
-1.6714900000e-08,-3.3660700000e-09,1.7050500000e-08,-1.6861400000e+02,5.1660000000e+03,6.2495500000e-09,1.4218700000e-08,-9.4159600000e-09,1.7057400000e-08,-3.2986000000e+01,1.5983100000e-08,-5.9573600000e-09,1.7060300000e-08,-1.9885000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0870000000e+00
-3.1030800000e-09,7.7045200000e-09,8.3061900000e-09,1.1193800000e+02,5.1660000000e+03,6.5990400000e-09,-3.3165700000e-09,-8.1948300000e-09,9.3731400000e-09,-1.1081800000e+02,-1.3487600000e-09,-9.2755000000e-09,9.9027200000e-09,-9.7230000000e+01,2.0880000000e+00,2.0900000000e+00,2.0880000000e+00,2.0870000000e+00
-1.9946400000e-09,-1.0516900000e-08,1.0704800000e-08,-9.8987000000e+01,5.1660000000e+03,6.9054000000e-09,8.5083600000e-09,6.0960200000e-09,1.0248800000e-08,3.7460000000e+01,6.5869400000e-09,7.9143400000e-09,1.0053300000e-08,5.1932000000e+01,2.0870000000e+00,2.0870000000e+00,2.0850000000e+00,2.0810000000e+00
1.8600800000e-08,-4.9254400000e-09,1.9242000000e-08,-1.4831000000e+01,5.1660000000e+03,6.7397700000e-09,-1.0274500000e-08,1.6965000000e-08,2.0122300000e-08,1.2181500000e+02,-1.4068400000e-08,1.4451400000e-08,2.0407800000e-08,1.3491700000e+02,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0780000000e+00
